parcela,arvore,comum,cientifico,familia,dap2012,hcom,ht,vertical,luminosidade
T14,97,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,80.5,24.35,32.35,E,1
T14,98,coracao-de-negro,Swartzia corrugata,Fabaceae,35,29.77,41.91,C,1
T14,99,macaranduba,Manilkara huberi,Sapotaceae,74.6,32.01,44.06,E,1
T14,100,abiurana,Pouteria gongrijpii,Sapotaceae,35.4,20.87,34.88,C,2
T14,101,tauari,Couratari stellata,Lecythidaceae,57,28.45,42.76,E,1
T14,102,andirobarana,Guarea guidonia,Meliaceae,12.5,11.67,19.83,S,2
T14,103,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,65,30.86,41.74,E,1
T14,104,abiurana,Pouteria gongrijpii,Sapotaceae,39.1,20.68,30.83,S,2
T14,105,seringarana,Micrandra minor,Euphorbiaceae,43.4,25.05,35.8,C,1
T14,106,ingarana,Inga sp.,Fabaceae,13.3,11.14,14.6,S,2
T14,107,tachirana,Stryphnodendron paniculatum,Fabaceae,48.3,23.68,29.26,E,1
T14,108,louro preto,Nectandra cuspidata,Lauraceae,17.4,13.95,17.92,S,1
T14,109,capueiro,Rinorea guianensis,Violaceae,13.3,3.45,14.98,S,2
T14,111,burangica,Galipea trifoliata,Rutaceae,19.5,13.1,16.58,S,2
T14,112,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,25.73,36.22,S,1
T14,113,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,9.65,16.36,E,1
T14,114,jutai-pororoca,Dialium guianense,Fabaceae,40.3,13.85,19.61,S,2
T14,115,abiurana branca,Pouteria guianensis,Sapotaceae,43,23.57,36.62,C,2
T14,116,capueiro,Rinorea guianensis,Violaceae,25.2,12.89,18.51,S,2
T14,117,jarana,Lecythis lurida,Lecythidaceae,54.3,20.93,26.27,C,1
T14,118,matamata branco,Eschweilera coriacea,Lecythidaceae,40.8,23.77,33.96,C,1
T14,119,sucupira preta,Bowdichia nitida,Fabaceae,65.8,21.78,29.41,C,1
T14,120,morta,NA,NA,48.3,NA,6.76,NA,NA
T14,121,jatereu,Lecythis idatimon,Lecythidaceae,13.8,14.52,21.64,S,2
T15,1,tento,Ormosia coccinea,Fabaceae,13.6,10.37,17.83,S,2
T15,2,abiurana branca,Pouteria guianensis,Sapotaceae,37,12.32,17.12,C ,2
T15,3,parajuba,Manilkara bidentata,Sapotaceae,14.5,27.72,38.52,S,2
T15,4,matamata,Eschweilera amazonica,Lecythidaceae,31.9,10.85,13.96,S,2
T15,5,capueiro,Rinorea guianensis,Violaceae,12.4,4.25,6.85,S,2
T15,6,matamata,Eschweilera amazonica,Lecythidaceae,31.8,30.49,32.58,C,2
T15,7,axixa,Sterculia pruriens,Malvaceae,35.3,21.53,28.5,C,2
T15,9,capueiro,Rinorea guianensis,Violaceae,12,11.87,17.87,S,2
T15,10,jatereu,Lecythis idatimon,Lecythidaceae,16.2,19.48,32.2,S,2
T15,11,casca seca,Licania canescens,Chrysobalanaceae,52.2,26.02,38.26,C,2
T15,12,morta,NA,NA,50.1,NA,3.53,NA,NA
T15,13,pintadinho,Poeppigia procera,Fabaceae,12.9,18.94,25,S,2
T15,14,macaranduba,Manilkara huberi,Sapotaceae,41.7,20.9,32.58,C,1
T15,15,jatereu,Lecythis idatimon,Lecythidaceae,12,12.97,18.82,S,2
T15,16,timborana,Pseudopiptadenia suaveolens,Fabaceae,13.9,9.19,20.34,S,1
T15,17,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,19.75,28.42,S,2
T15,18,abiurana,Pouteria gongrijpii,Sapotaceae,50,29.93,40.02,C,2
T15,19,capueiro,Rinorea guianensis,Violaceae,10.3,11.28,18.55,S,2
T15,20,matamata branco,Eschweilera coriacea,Lecythidaceae,29.6,18.95,28.15,S,2
T15,22,jatereu,Lecythis idatimon,Lecythidaceae,11.5,NA,11.3,NA,NA
T15,23,jatereu,Lecythis idatimon,Lecythidaceae,17.9,NA,7.58,NA,NA
T15,24,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,39.2,18.62,26.65,C,2
T15,25,parajuba,Manilkara bidentata,Sapotaceae,21.9,21.15,28.16,C,2
T15,26,freijo branco,Cordia scabrifolia,Boraginaceae,43.3,17.84,26.6,S,2
T15,27,fava vique,Swartzia sp.,Fabaceae,30.1,11.8,20.95,S,1
T15,29,caramuxi,Pouteria hispida,Sapotaceae,43.4,20.25,30.53,C,2
T15,30,jatereu,Lecythis idatimon,Lecythidaceae,12.4,10.34,19.33,S,2
T15,31,matamata,Eschweilera parviflora,Lecythidaceae,50.1,23.95,35.02,C,2
T15,32,caramuxi,Pouteria hispida,Sapotaceae,38.3,25.53,34.89,C,2
T15,33,jatereu,Lecythis idatimon,Lecythidaceae,12.7,15.27,22.04,S,2
T15,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45.4,29.35,39.71,S,2
T15,36,macaranduba,Manilkara huberi,Sapotaceae,88.5,32.15,49.4,E,1
T15,37,breu barrote,Tetragastris panamensis,Burseraceae,23.1,17.9,28.11,S,2
T15,38,muirapiranga,Brosimum rubescens,Moraceae,58.9,28.87,36.24,C,2
T15,39,louro preto,Nectandra cuspidata,Lauraceae,44.1,12.84,21.77,S,2
T15,40,breu barrote,Tetragastris panamensis,Burseraceae,11,2.96,6.14,S,2
T15,41,abiurana,Pouteria gongrijpii,Sapotaceae,68,28.9,41.3,C,2
T15,42,matamata branco,Eschweilera coriacea,Lecythidaceae,38.8,15.91,35.54,S,2
T15,43,capueiro,Rinorea guianensis,Violaceae,16.8,16.68,21.53,S,2
T15,44,tachi branco,Tachigali paniculata,Fabaceae,55,29.43,43.03,E,1
T15,45,caramuxi,Pouteria hispida,Sapotaceae,41.8,26.07,35.83,C,2
T15,46,capueiro,Rinorea guianensis,Violaceae,15.3,15.75,27.64,S,2
T15,47,matamata branco,Eschweilera coriacea,Lecythidaceae,37.6,22.89,36.02,C,2
T15,48,capueiro,Rinorea guianensis,Violaceae,21.2,18.16,25.44,C,2
T15,49,breu vermelho,Protium hebetatum,Burseraceae,43,21.13,37.55,E,1
T15,50,inga vermelho,Inga alba,Fabaceae,35.2,21.84,35.46,C,2
T15,51,goiabao,Pradosia cochlearia,Sapotaceae,49,27.71,29.8,C,2
T15,52,maracatiara,Astronium graveolens,Anacardiaceae,88.4,33.91,49.86,E,1
T15,53,matamata branco,Eschweilera coriacea,Lecythidaceae,42.1,24.08,35.31,S,2
T15,54,morta,NA,NA,86.3,NA,3.78,NA,NA
T15,55,breu vermelho,Protium hebetatum,Burseraceae,52,25.16,29.34,E,1
T15,56,morta,NA,NA,70,NA,8.44,NA,NA
T15,57,tachi preto,Tachigali myrmecophila,Fabaceae,53.6,23.6,31.61,E,1
T15,58,matamata branco,Eschweilera coriacea,Lecythidaceae,58.6,25.06,32.99,C,2
T15,59,abiurana,Pouteria gongrijpii,Sapotaceae,50,26.02,43.98,C,1
T15,60,cucutitiriba,Pouteria sp.,Sapotaceae,30.3,16.68,23.27,S,1
T15,61,morta,NA,NA,99.9,NA,22.35,NA,NA
T15,63,jatereu,Lecythis idatimon,Lecythidaceae,24.6,19.11,24.72,S,1
T15,64,matamata preto,Eschweilera ovata,Lecythidaceae,33.8,19.27,24.12,S,1
T15,65,pau santo,Zollernia paraensis,Fabaceae,13.2,12.94,16.68,S,2
T15,66,caramuxi,Pouteria hispida,Sapotaceae,38.2,21.53,27.93,C,1
T15,67,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,82.8,26.78,33.04,C,2
T15,68,tauari,Couratari stellata,Lecythidaceae,41.9,18.55,32.34,C,2
T15,69,inhare,Helicostylis sp.,Moraceae,12.2,11.49,16.11,S,2
T15,70,matamata branco,Eschweilera coriacea,Lecythidaceae,49.4,14.83,31.34,C,2
T15,71,ucuuba,Virola michelii,Myristicaceae,47.8,24.6,33.43,C,2
T15,72,louro-abacate,Ocotea glomerata,Lauraceae,82.5,19.63,30.29,C,1
T15,73,abiurana branca,Pouteria guianensis,Sapotaceae,39.4,18.86,26.12,S,2
T15,74,matamata branco,Eschweilera coriacea,Lecythidaceae,42.5,18.14,24.36,S,1
T15,75,morta,NA,NA,47.9,NA,20.13,NA,NA
T15,76,goiabinha,Myrcia splendens,Myrtaceae,12.5,9.99,15.47,S,2
T15,77,jatereu,Lecythis idatimon,Lecythidaceae,36.6,15.08,22.89,C,2
T15,78,jatereu,Lecythis idatimon,Lecythidaceae,36,19.83,24.87,C,2
T15,79,morta,NA,NA,39.3,NA,8.12,NA,NA
T15,80,cucutitiriba,Pouteria sp.,Sapotaceae,16.9,3.92,6.2,S,2
T15,81,inga branco,Inga thibaudiana,Fabaceae,15.8,11.97,17,S,2
T15,82,matamata branco,Eschweilera coriacea,Lecythidaceae,20.2,12.47,17.28,S,2
T15,83,timborana,Pseudopiptadenia suaveolens,Fabaceae,43.1,23.93,31.51,E,1
T15,84,abiurana,Pouteria gongrijpii,Sapotaceae,42.3,16.98,26.98,S,2
T15,86,goiabao,Pradosia cochlearia,Sapotaceae,45.3,22.83,34.22,E,1
T15,87,abiurana,Pouteria gongrijpii,Sapotaceae,50,19.02,37.66,E,1
T15,88,abiurana branca,Pouteria guianensis,Sapotaceae,42.2,19.96,32.41,C,2
T15,89,ucurana,Sloanea guianensis,Elaeocarpaceae,40,19.87,27.66,C,2
T15,90,jatereu,Lecythis idatimon,Lecythidaceae,11.4,11.65,14.92,S,2
T15,91,abiurana,Pouteria gongrijpii,Sapotaceae,50,17.22,30.04,C,1
T15,92,parajuba,Manilkara bidentata,Sapotaceae,71.4,25.73,38.54,E,1
T15,93,caramuxi,Pouteria hispida,Sapotaceae,44.5,16.78,29.34,S,2
T15,94,arataciu,Sagotia racemosa,Euphorbiaceae,11.5,15.64,22.52,S,2
T15,95,goiabao,Pradosia cochlearia,Sapotaceae,57,19.4,30.43,C,2
T15,96,muirapiranga,Brosimum rubescens,Moraceae,37.8,22.39,31.02,C,2
T15,97,breu barrote,Tetragastris panamensis,Burseraceae,52,12.02,25.91,S,2
T15,98,matamata branco,Eschweilera coriacea,Lecythidaceae,50.5,18.9,23.71,C,2
T15,100,jatereu,Lecythis idatimon,Lecythidaceae,38,13.91,26.36,S,2
T15,101,mato,NA,NA,11.7,7.65,12.91,S,2
T15,102,matamata preto,Eschweilera ovata,Lecythidaceae,24.5,13.35,25.81,S,2
T15,103,parajuba,Manilkara bidentata,Sapotaceae,66,18.69,32.68,C,2
T15,104,matamata branco,Eschweilera coriacea,Lecythidaceae,35.4,16.24,31.43,C,2
T15,105,matamata branco,Eschweilera coriacea,Lecythidaceae,21.9,15.36,23.57,S,2
T15,106,abiurana,Pouteria gongrijpii,Sapotaceae,13.5,11.85,18.41,S,2
T15,107,jatereu,Lecythis idatimon,Lecythidaceae,10.8,9.62,15.47,S,2
T15,108,iperana,Eperua bijuga,Fabaceae,15.3,12.11,15.96,S,2
T15,109,maracatiara,Astronium graveolens,Anacardiaceae,51.2,24.56,38.64,E,1
T15,110,inhare,Helicostylis sp.,Moraceae,10.6,9.17,11.37,S,2
T15,111,abiurana,Pouteria gongrijpii,Sapotaceae,42.8,21.77,32.29,C,2
T15,112,jatereu,Lecythis idatimon,Lecythidaceae,29.3,13.78,24.77,S,2
T15,113,parajuba,Manilkara bidentata,Sapotaceae,52.9,23.34,35.16,C,2
T15,114,cucutitiriba,Pouteria sp.,Sapotaceae,14.8,12.04,22.96,S,2
T15,115,capueiro,Rinorea guianensis,Violaceae,10.9,11.37,15.17,S,2
T15,116,iperana,Eperua bijuga,Fabaceae,43,14.38,30.14,S,2
T15,117,piquiarana,Caryocar glabrum,Caryocaraceae,80,19.89,41.3,C,2
T15,118,tatapiririca,Tapirira guianensis,Anacardiaceae,50,18.54,34.37,C,2
T15,119,breu vermelho,Protium hebetatum,Burseraceae,32.1,21.75,44.65,S,2
T15,120,casca seca,Licania canescens,Chrysobalanaceae,39.5,19.89,37.23,C,2
T15,121,breu barrote,Tetragastris panamensis,Burseraceae,56,17.45,37.55,C,2
T15,122,abiurana,Pouteria gongrijpii,Sapotaceae,14.3,11.11,22.2,S,2
T16,1,matamata branco,Eschweilera coriacea,Lecythidaceae,17,2.51,3.38,S,2
T16,2,tachi preto,Tachigali myrmecophila,Fabaceae,15.6,10.12,14.33,S,1
T16,3,freijo branco,Cordia scabrifolia,Boraginaceae,12.8,6.47,10.48,S,1
T16,4,tachi preto,Tachigali myrmecophila,Fabaceae,15.9,11.27,15.22,S,2
T16,5,inga,Inga marginata,Fabaceae,12.5,8.42,15.51,S,1
T16,6,tachi preto,Tachigali myrmecophila,Fabaceae,20.3,17.79,23.96,S,2
T16,7,mapatirana,Pourouma villosa,Urticaceae,10.2,5.98,9.75,S,2
T16,8,anani,Symphonia globulifera,Clusiaceae,58.7,22.54,42.86,E,1
T16,9,matamata branco,Eschweilera coriacea,Lecythidaceae,10.2,6.48,11.18,S,3
T16,10,uxirana,Sacoglottis guianensis,Humiriaceae,49,11.58,17.59,C,1
T16,11,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,18.38,42.87,E,1
T16,12,matamata branco,Eschweilera coriacea,Lecythidaceae,35,16.99,25.1,S,2
T16,13,breu barrote,Tetragastris panamensis,Burseraceae,43,21.97,40.7,S,3
T16,14,mato,NA,NA,60,22.3,34.58,E,1
T16,15,inga branco,Inga thibaudiana,Fabaceae,40.1,14.75,29.37,S,2
T16,16,abiurana branca,Pouteria guianensis,Sapotaceae,20.8,11.87,18.7,S,2
T16,17,jatereu,Lecythis idatimon,Lecythidaceae,39.8,15.64,27.96,S,1
T16,18,morta,NA,NA,12.5,NA,2.05,NA,NA
T16,19,arataciu,Sagotia racemosa,Euphorbiaceae,13.7,9.76,15.91,S,2
T16,20,tatajuba,Bagassa guianensis,Moraceae,93.9,25.64,39.56,E,1
T16,21,breu barrote,Tetragastris panamensis,Burseraceae,46.4,19.69,30.38,S,2
T16,22,ucurana,Sloanea guianensis,Elaeocarpaceae,50,22.26,36.63,C,2
T16,23,ucuuba,Virola michelii,Myristicaceae,53.7,27.34,34.97,C,1
T16,24,louro preto,Nectandra cuspidata,Lauraceae,37.5,18.58,29.61,S,3
T16,25,breu barrote,Tetragastris panamensis,Burseraceae,13.6,9.91,17.45,S,3
T16,26,mato,NA,NA,43.9,13.69,25.76,S,2
T16,27,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,47.6,20.04,33.13,C,2
T16,29,macaranduba,Manilkara huberi,Sapotaceae,43.3,12.59,23.68,C,2
T16,30,morta,NA,NA,22.5,NA,10.39,NA,NA
T16,31,mato,NA,NA,11.3,8.92,12.94,S,2
T16,32,abiurana branca,Pouteria guianensis,Sapotaceae,16.7,NA,6.21,S,3
T16,33,morta,NA,NA,40,NA,12.47,NA,NA
T16,34,inga branco,Inga thibaudiana,Fabaceae,24.1,9.79,20.86,S,2
T16,35,matamata branco,Eschweilera coriacea,Lecythidaceae,21.6,11.49,18.14,S,2
T16,36,piquiarana,Caryocar glabrum,Caryocaraceae,41.9,11.52,21.67,C,2
T16,37,jatereu,Lecythis idatimon,Lecythidaceae,12.4,9.05,13.83,S,2
T16,38,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,34.7,12.78,26.76,S,2
T16,39,matamata branco,Eschweilera coriacea,Lecythidaceae,19,17.48,19.51,S,2
T16,40,breu barrote,Tetragastris panamensis,Burseraceae,50,14.12,29.71,S,2
T16,41,tatajuba,Bagassa guianensis,Moraceae,71,20.29,36.57,E,1
T16,42,mandioqueira,Qualea paraensis,Vochysiaceae,93.4,23.66,47.23,E,1
T16,43,guajara cinza,Pouteria sp.,Sapotaceae,42.5,9.45,26.35,S,2
T16,44,jatoba,Hymenaea courbaril,Fabaceae,78.1,16.21,30.5,E,1
T16,45,axixa,Sterculia pruriens,Malvaceae,39.7,16.21,27.3,S,2
T16,46,matamata branco,Eschweilera coriacea,Lecythidaceae,39.7,17.91,28.34,S,2
T16,47,matamata branco,Eschweilera coriacea,Lecythidaceae,39.3,15.95,28.33,S,2
T16,48,matamata branco,Eschweilera coriacea,Lecythidaceae,40,19.07,35.88,S,2
T16,49,abiurana branca,Pouteria guianensis,Sapotaceae,16.5,12.66,19.75,S,2
T16,50,goiabao,Pradosia cochlearia,Sapotaceae,74.5,13.21,28.63,E,1
T16,51,matamata branco,Eschweilera coriacea,Lecythidaceae,51.5,17.05,39.64,C,1
T16,52,matamata preto,Eschweilera ovata,Lecythidaceae,46.8,16.4,30.86,C,1
T16,53,timborana,Pseudopiptadenia suaveolens,Fabaceae,26.2,13.52,23.32,S,2
T16,54,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,21.21,31.78,S,2
T16,55,inga amarelo,Inga sp.,Fabaceae,13.3,9.9,16.87,S,2
T16,56,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,17.14,25.32,S,2
T16,57,jarana,Lecythis lurida,Lecythidaceae,29.1,14.16,24.11,S,2
T16,58,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,15.8,26.19,C,2
T16,59,abiurana branca,Pouteria guianensis,Sapotaceae,48.3,19.33,25.96,C,2
T16,60,morta,NA,NA,55,NA,19.01,NA,NA
T16,61,axixa,Sterculia pruriens,Malvaceae,56.3,21,30.24,C,2
T16,62,envira-cana,Xylopia nitida,Annonaceae,41.6,26.55,36.38,E,1
T16,63,breu barrote,Tetragastris panamensis,Burseraceae,45,17.55,33.01,S,2
T16,64,guajara,Pouteria sp.,Sapotaceae,50,22.74,37.54,C,2
T16,65,axixa,Sterculia pruriens,Malvaceae,66.4,24.67,32.76,S,2
T16,66,burangica,Galipea trifoliata,Rutaceae,17.7,14.88,18.98,S,2
T16,67,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,11.7,15.48,20.63,S,2
T16,68,breu branco,Protium paniculatum,Burseraceae,10,8.42,13.93,S,2
T16,69,pau santo,Zollernia paraensis,Fabaceae,39.6,27.57,40.14,C,2
T16,70,morta,NA,NA,70,NA,6.4,NA,NA
T16,71,breu barrote,Tetragastris panamensis,Burseraceae,60,11.66,24.96,S,2
T16,72,macaranduba,Manilkara huberi,Sapotaceae,10.5,13.53,19.85,S,2
T16,73,morta,NA,NA,23.8,NA,5.16,NA,NA
T16,74,tento,Ormosia coccinea,Fabaceae,68.3,33.34,47.03,E,1
T16,75,louro-pimenta,Ocotea canaliculata,Lauraceae,48,31.22,42.43,C,2
T16,76,jatereu,Lecythis idatimon,Lecythidaceae,11.9,19.34,26.29,S,2
T16,77,goiabao,Pradosia cochlearia,Sapotaceae,36.6,20.36,31.17,C,2
T16,78,mato,NA,NA,20,13.04,22.63,S,2
T16,79,abiurana,Pouteria gongrijpii,Sapotaceae,36,22.04,27.02,C,1
T16,80,morta,NA,NA,40,NA,6.44,NA,NA
T16,81,matamata branco,Eschweilera coriacea,Lecythidaceae,37.6,26.12,32.02,C,2
T16,82,cucutitiriba,Pouteria sp.,Sapotaceae,36.6,24.99,35.19,E,1
T16,83,morta,NA,NA,68.4,NA,33.12,NA,NA
T16,84,jatereu,Lecythis idatimon,Lecythidaceae,16.6,15.78,20.77,S,2
T16,85,abiurana branca,Pouteria guianensis,Sapotaceae,51.7,20.1,29.73,S,2
T16,86,louro preto,Ocotea cernua,Lauraceae,13.7,10.72,20.71,S,2
T16,87,andirobarana,Guarea guidonia,Meliaceae,15.3,12,13.69,S,2
T16,88,freijo cinza,Cordia goeldiana,Boraginaceae,49.2,38.37,45.31,S,2
T16,89,mapatirana,Pourouma villosa,Urticaceae,12.8,19.25,22.73,S,2
T16,90,sucubarana,Himatanthus attenuatus,Apocynaceae,20.7,17.56,22.12,S,2
T16,91,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,17.96,27.09,S,2
T16,92,pente-de-macaco,Apeiba petoumo,Malvaceae,17.3,14.14,19.68,S,2
T16,93,pau-jacare,Laetia procera,Salicaceae,20.8,17.26,21.78,S,2
T16,94,fava-atana,Parkia gigantocarpa,Fabaceae,36.1,19.87,26.88,S,2
T16,95,fava-atana,Parkia gigantocarpa,Fabaceae,21,11.68,18.44,S,1
T16,96,timborana,Pseudopiptadenia suaveolens,Fabaceae,12.7,8.22,14.6,S,2
T16,97,morta,NA,NA,16,NA,11.98,NA,NA
T16,98,inga branco,Inga thibaudiana,Fabaceae,18.5,16.59,22.42,S,2
T16,99,ingarana,Inga sp.,Fabaceae,46.7,13.88,24.51,S,2
T16,100,morta,NA,NA,37.9,NA,8.22,NA,NA
T16,101,joao-mole,Neea oppositifolia,Nyctaginaceae,14.6,9.52,17.23,S,2
T16,102,goiabao,Pradosia cochlearia,Sapotaceae,46.1,26.34,34.47,E,1
T16,104,morta,NA,NA,35,NA,18.38,NA,NA
T16,105,macaranduba,Manilkara huberi,Sapotaceae,55.9,24.17,37.67,C,2
T16,106,joao-mole,Neea oppositifolia,Nyctaginaceae,48.7,16.2,22.26,S,2
T16,107,joao-mole,Neea oppositifolia,Nyctaginaceae,26.6,20.12,26.58,S,2
T16,108,breu barrote,Tetragastris panamensis,Burseraceae,55,15.46,25.68,C,2
T16,109,ucuuba,Virola michelii,Myristicaceae,42.4,22.38,30.59,C,2
T16,110,jatereu,Lecythis idatimon,Lecythidaceae,11.5,9.55,16.48,S,2
T16,111,matamata branco,Eschweilera coriacea,Lecythidaceae,39.9,18.03,28.1,C,2
T16,112,jarana,Lecythis lurida,Lecythidaceae,13.6,11.39,17.22,S,2
T16,113,timborana,Pseudopiptadenia suaveolens,Fabaceae,70,35.31,49.92,E,1
T16,114,abiurana casca fina,Pouteria retinervis,Sapotaceae,10.3,7.03,15.06,S,1
T16,115,macaranduba,Manilkara huberi,Sapotaceae,26.4,18.11,26.27,S,2
T16,116,matamata branco,Eschweilera coriacea,Lecythidaceae,11.9,14.24,21.23,S,1
T16,117,abiurana branca,Pouteria guianensis,Sapotaceae,15.6,17.54,22.95,S,2
T16,118,abiu cutite,NA,NA,14.5,14.37,16.94,S,2
T16,119,uxirana,Sacoglottis guianensis,Humiriaceae,34.1,19.44,28.36,S,2
T16,120,uxirana,Sacoglottis guianensis,Humiriaceae,10.5,11,18.19,S,2
T16,121,matamata preto,Eschweilera ovata,Lecythidaceae,40.8,20.15,33.68,S,1
T16,122,ucuuba,Virola michelii,Myristicaceae,10.8,3.4,10.78,S,2
T17,2,louro,Ocotea canaliculata,Lauraceae,19.2,8.27,13.47,S,2
T17,3,matamata branco,Eschweilera coriacea,Lecythidaceae,18.3,6.58,12.13,S,2
T17,4,guariuba,Clarisia racemosa,Moraceae,22.7,11.79,17.57,S,2
T17,5,jarana,Lecythis lurida,Lecythidaceae,10.1,6.94,9.27,S,2
T17,6,morta,NA,NA,17.2,NA,6.1,NA,NA
T17,7,piquia,Caryocar villosum,Caryocaraceae,35.4,15.15,23.5,S,1
T17,8,louro,Ocotea canaliculata,Lauraceae,17.9,4.93,8.68,S,2
T17,9,tauari,Couratari stellata,Lecythidaceae,35,15,28.45,C ,2
T17,10,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,36,15.93,24.84,C,2
T17,11,louro cunauaru,Endlicheria sp.,Lauraceae,23.8,4.06,6.6,S,2
T17,12,abiu cutite,NA,NA,43,10.64,16.51,S,1
T17,13,piquia,Caryocar villosum,Caryocaraceae,164,29.07,41.21,C,1
T17,14,matamata branco,Eschweilera coriacea,Lecythidaceae,45.3,25.84,37.91,C,2
T17,15,capueiro,Rinorea guianensis,Violaceae,33.8,18.89,30.5,C,2
T17,16,capueiro,Rinorea guianensis,Violaceae,28.1,19.39,26.97,C,2
T17,17,breu barrote,Tetragastris panamensis,Burseraceae,17.5,11.15,16.66,S,3
T17,18,seringueira,Hevea brasiliensis,Euphorbiaceae,39.8,12.34,18.73,C,1
T17,19,inga branco,Inga thibaudiana,Fabaceae,37.5,20.22,29.12,C,1
T17,20,louro,Ocotea canaliculata,Lauraceae,12.8,8.21,14.28,S,2
T17,21,ucuuba,Virola michelii,Myristicaceae,38.7,8.57,13.22,C,1
T17,22,timborana,Pseudopiptadenia suaveolens,Fabaceae,10.1,6.06,6.96,S,2
T17,23,capueiro,Rinorea guianensis,Violaceae,28.6,11.52,18.86,S,2
T17,24,jatereu,Lecythis idatimon,Lecythidaceae,10.8,11.34,19.89,S,2
T17,25,abiurana,Pouteria gongrijpii,Sapotaceae,38.2,26.34,33.63,S,2
T17,26,carapanauba,Aspidosperma excelsum,Apocynaceae,124,26.59,42.46,E,1
T17,27,morta,NA,NA,49.9,NA,36.62,NA,NA
T17,28,jarana,Lecythis lurida,Lecythidaceae,55.6,27.94,42.77,C,2
T17,29,capueiro,Rinorea guianensis,Violaceae,19.5,29.41,44.75,S,2
T17,32,capueiro,Rinorea guianensis,Violaceae,27.1,12.13,17.46,S,2
T17,33,mapatirana,Pourouma villosa,Urticaceae,47.9,18.33,31.22,C,1
T17,34,goiabao,Pradosia cochlearia,Sapotaceae,47.4,17.67,30.51,C,2
T17,35,jarana,Lecythis lurida,Lecythidaceae,39,15.33,25.82,S,2
T17,36,abiurana,Pouteria gongrijpii,Sapotaceae,16.1,10.58,17.32,S,2
T17,37,pau-jacare,Laetia procera,Salicaceae,40,21.59,33.32,E,1
T17,38,maria preta,Ziziphus sp.,Rhamnaceae,41.5,12.6,24.21,C,1
T17,39,matamata preto,Eschweilera ovata,Lecythidaceae,12.2,6.27,8.68,S,2
T17,40,abiurana branca,Pouteria guianensis,Sapotaceae,18,9.27,13.74,S,2
T17,41,inhare,Helicostylis sp.,Moraceae,10.9,8.19,10.83,S,2
T17,42,inga branco,Inga thibaudiana,Fabaceae,46.1,12.38,19.05,C,2
T17,43,mato,NA,NA,11.7,10.01,13.64,S,2
T17,44,abiurana,Pouteria gongrijpii,Sapotaceae,11.9,11.3,15.72,S,2
T17,45,morta,NA,NA,54.8,NA,10,NA,NA
T17,46,macaranduba,Manilkara huberi,Sapotaceae,42.8,17.9,26.97,C,2
T17,47,louro-chumbo,Aiouea sp.,Lauraceae,32.2,6.36,13.99,S,2
T17,48,morta,NA,NA,40,NA,16.69,NA,NA
T17,49,matamata,Eschweilera amazonica,Lecythidaceae,13.5,7.18,9.8,S,2
T17,50,pau-jacare,Laetia procera,Salicaceae,54.7,16.19,27.96,E,1
T17,51,envira preta,Guatteria schomburgkiana,Annonaceae,44,18.01,23.54,S,2
T17,52,louro preto,Nectandra cuspidata,Lauraceae,11,6.74,9.18,S,2
T17,53,louro amarelo,Aniba parviflora,Lauraceae,11.6,7.17,8.67,S,2
T17,54,gameleira,Ficus maxima,Moraceae,11.2,8.24,12.92,S,2
T17,55,jatereu,Lecythis idatimon,Lecythidaceae,14.2,9.92,14.91,S,2
T17,56,timborana,Pseudopiptadenia suaveolens,Fabaceae,40,12.05,28.12,E,1
T17,57,abiurana,Pouteria gongrijpii,Sapotaceae,12.2,8,10.55,S,3
T17,58,araracanga,Aspidosperma spruceanum,Apocynaceae,47.3,20.37,36.82,C,2
T17,59,breu branco,Protium paniculatum,Burseraceae,16.2,12.14,17.38,S,3
T17,60,breu branco,Protium paniculatum,Burseraceae,12.5,10.04,17.38,S,2
T17,61,inga peludo,Inga grandis,Fabaceae,21,8.08,16.18,S,2
T17,62,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,67.7,21.82,38,C,1
T17,63,matamata preto,Eschweilera ovata,Lecythidaceae,35.5,15.85,31.43,C,2
T17,64,louro preto,Nectandra cuspidata,Lauraceae,23.1,18.17,26.65,S,1
T17,65,guajara branco,Pouteria sp.,Sapotaceae,45.1,11.8,19.37,C,2
T17,66,morta,NA,NA,24,NA,12.7,NA,NA
T17,68,morta,NA,NA,30.5,NA,7.67,NA,NA
T17,69,mututi,Pterocarpus sp.,Fabaceae,50,29.03,44.79,E,1
